epseason,epnum,epname,rating,dynamics,chandler_joey,chandler_monica,chandler_phoebe,chandler_rachel,chandler_ross,joey_monica,joey_phoebe,joey_rachel,joey_ross,monica_phoebe,monica_rachel,monica_ross,phoebe_rachel,phoebe_ross,rachel_ross
1,7,The One with the Blackout,9,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,The One with the Blackout,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,The One Where Nana Dies Twice,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,The One Where Nana Dies Twice,8.2,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,9,The One Where Underdog Gets Away,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,The One Where Underdog Gets Away,8.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,The One with the Monkey,8.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,The One with Mrs. Bing,8.3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,11,The One with Mrs. Bing,8.3,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11,The One with Mrs. Bing,8.3,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,12,The One with the Dozen Lasagnas,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,The One with the Dozen Lasagnas,8.3,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,12,The One with the Dozen Lasagnas,8.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,The One with the Boobies,8.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,The One with the Boobies,8.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,The One with the Boobies,8.7,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,The One with the Candy Hearts,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,The One with the Candy Hearts,8.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,The One with the Candy Hearts,8.3,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,The One with the Stoned Guy,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,The One with the Stoned Guy,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,The One with the Stoned Guy,8.3,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16,The One with Two Parts: Part 1,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,The One with Two Parts: Part 1,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,The One with Two Parts: Part 1,8.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,The One with Two Parts: Part 1,8.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,The One with Two Parts: Part 1,8.2,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,The One with Two Parts: Part 2,8.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,The One with Two Parts: Part 2,8.5,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,The One with Two Parts: Part 2,8.5,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18,The One with All the Poker*,8.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,The One Where the Monkey Gets Away,8.2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,The One with the Evil Orthodontist,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,The One with the Evil Orthodontist,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,The One with the Fake Monica,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,The One with the Fake Monica,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,The One with the Fake Monica,8,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,The One with the Ick Factor,8.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,The One with the Ick Factor,8.4,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,22,The One with the Ick Factor,8.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,23,The One with the Birth,8.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,The One with the Birth,8.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,The One with the Birth,8.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,The One with the Birth,8.7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24,The One Where Rachel Finds Out,8.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,The One Where Rachel Finds Out,8.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,The One Where Rachel Finds Out,8.9,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,The One with Ross's New Girlfriend,8.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,The One with Ross's New Girlfriend,8.5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,The One with Ross's New Girlfriend,8.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,The One with Ross's New Girlfriend,8.5,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,The One with the Breast Milk,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,The One with the Breast Milk,8.3,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,The One with the Breast Milk,8.3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,The One Where Heckles Dies,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,The One Where Heckles Dies,8.4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,The One with Phoebe's Husband,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,The One with Phoebe's Husband,8,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4,The One with Phoebe's Husband,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,The One with Five Steaks and an Eggplant,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,The One with Five Steaks and an Eggplant,8.3,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,The One with Five Steaks and an Eggplant,8.3,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,The One with the Baby on the Bus,8.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,The One with the Baby on the Bus,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,The One Where Ross Finds Out,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,The One Where Ross Finds Out,9,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,7,The One Where Ross Finds Out,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,8,The One with the List,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,The One with the List,8.5,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,The One with the List,8.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,9,The One with Phoebe's Dad,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,The One with Phoebe's Dad,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,The One with Phoebe's Dad,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,The One with Phoebe's Dad,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,The One with Russ,8.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,The One with Russ,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,The One with Russ,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,The One with the Lesbian Wedding,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,The One with the Lesbian Wedding,8.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,The One with the Lesbian Wedding,8.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,The One After the Superbowl: Part 1,8.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,The One After the Superbowl: Part 1,8.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,The One After the Superbowl: Part 1,8.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,The One After the Superbowl: Part 1,8.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,The One After the Superbowl: Part 1,8.7,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,13,The One After the Superbowl: Part 2,8.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,The One After the Superbowl: Part 2,8.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,The One After the Superbowl: Part 2,8.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,The One After the Superbowl: Part 2,8.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,The One After the Superbowl: Part 2,8.8,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,14,The One with the Prom Video,9.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,The One with the Prom Video,9.4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,The One with the Prom Video,9.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,15,The One Where Ross and Rachel... You Know,8.9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,The One Where Ross and Rachel... You Know,8.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,The One Where Ross and Rachel... You Know,8.9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,16,The One Where Joey Moves Out,8.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,The One Where Joey Moves Out,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,The One Where Joey Moves Out,8.6,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,17,The One Where Eddie Moves In,8.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,The One Where Eddie Moves In,8.4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,The One Where Eddie Moves In,8.4,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,The One Where Dr. Ramoray Dies,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,The One Where Dr. Ramoray Dies,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,The One Where Dr. Ramoray Dies,8.5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,18,The One Where Dr. Ramoray Dies,8.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,19,The One Where Eddie Won't Go,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19,The One Where Eddie Won't Go,8.6,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,The One Where Old Yeller Dies,8.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,The One Where Old Yeller Dies,8.2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,The One Where Old Yeller Dies,8.2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,21,The One with the Bullies,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,The One with the Bullies,8.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,The One with the Bullies,8.2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,22,The One with the Two Parties,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,The One with the Two Parties,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,22,The One with the Two Parties,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,The One with the Two Parties,9,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,23,The One with the Chicken Pox,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,The One with the Chicken Pox,8.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,The One with the Chicken Pox,8.2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,The One with the Chicken Pox,8.2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,24,The One with Barry and Mindy's Wedding,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,The One with Barry and Mindy's Wedding,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,The One with Barry and Mindy's Wedding,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,The One with Barry and Mindy's Wedding,8.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,The One with the Princess Leia Fantasy,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,The One with the Princess Leia Fantasy,8.5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,The One with the Princess Leia Fantasy,8.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,The One Where No One's Ready,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,The One Where No One's Ready,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,The One Where No One's Ready,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,The One with the Jam,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,The One with the Jam,8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,The One with the Jam,8.1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,The One with the Metaphorical Tunnel,8.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,The One with the Metaphorical Tunnel,8.1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,4,The One with the Metaphorical Tunnel,8.1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,The One with Frank Jr.,8.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,The One with Frank Jr.,8.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,The One with Frank Jr.,8.2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,The One with the Flashback,9.1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,6,The One with the Flashback,9.1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,6,The One with the Flashback,9.1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7,The One with the Race Car Bed,8.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,The One with the Race Car Bed,8.4,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,7,The One with the Race Car Bed,8.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,8,The One with the Giant Poking Device,8.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,The One with the Giant Poking Device,8.4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,The One with the Giant Poking Device,8.4,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,9,The One with the Football,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,The One with the Football,9,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,10,The One Where Rachel Quits,8.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,The One Where Rachel Quits,8.2,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,10,The One Where Rachel Quits,8.2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,The One Where Chandler Can't Remember Which Sister,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,The One Where Chandler Can't Remember Which Sister,8.6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,12,The One with All the Jealousy,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,The One with All the Jealousy,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,The One with All the Jealousy,8.3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13,The One Where Monica and Richard Are Just Friends,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,The One Where Monica and Richard Are Just Friends,8.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,The One Where Monica and Richard Are Just Friends,8.3,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,14,The One with Phoebe's Ex-Partner,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,The One with Phoebe's Ex-Partner,7.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,The One with Phoebe's Ex-Partner,7.9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,15,The One Where Ross and Rachel Take a Break,8.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,The One Where Ross and Rachel Take a Break,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,The One Where Ross and Rachel Take a Break,8.6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,16,The One the Morning After,9.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,16,The One the Morning After,9.1,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,The One Without the Ski Trip,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,The One Without the Ski Trip,8.3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,18,The One with the Hypnosis Tape,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,The One with the Hypnosis Tape,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,The One with the Hypnosis Tape,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,The One with the Tiny T-Shirt,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,The One with the Tiny T-Shirt,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,The One with the Tiny T-Shirt,8.2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,20,The One with the Dollhouse,8.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,The One with the Dollhouse,8.2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,20,The One with the Dollhouse,8.2,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,21,The One with the Chick and the Duck,8.8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,The One with the Chick and the Duck,8.8,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,21,The One with the Chick and the Duck,8.8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,22,The One with the Screamer,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,The One with the Screamer,8.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,The One with the Screamer,8.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,The One with Ross's Thing,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,The One with Ross's Thing,8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,The One with Ross's Thing,8.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,24,The One with the Ultimate Fighting Champion,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,24,The One with the Ultimate Fighting Champion,8.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,24,The One with the Ultimate Fighting Champion,8.2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25,The One at the Beach,8.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,The One at the Beach,8.9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,The One with the Jellyfish,9.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,The One with the Jellyfish,9.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,The One with the Jellyfish,9.1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,The One with the Cat,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,The One with the Cat,8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,The One with the Cat,8.1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,The One with the 'Cuffs,8.5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,3,The One with the 'Cuffs,8.5,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,The One with the Ballroom Dancing,8.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,The One with the Ballroom Dancing,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,The One with the Ballroom Dancing,8.3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,The One with Joey's New Girlfriend,8.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,The One with Joey's New Girlfriend,8.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,The One with Joey's New Girlfriend,8.4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,The One with the Dirty Girl,8.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,The One with the Dirty Girl,8.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,The One with the Dirty Girl,8.6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,7,The One Where Chandler Crosses the Line,8.8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,The One Where Chandler Crosses the Line,8.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,The One with Chandler in a Box,9.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,The One with Chandler in a Box,9.1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,The One Where They're Going to Party!,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,The One Where They're Going to Party!,8,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,9,The One Where They're Going to Party!,8,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,10,The One with the Girl from Poughkeepsie,8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,The One with the Girl from Poughkeepsie,8.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,The One with the Girl from Poughkeepsie,8.1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,11,The One with Phoebe's Uterus,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,The One with Phoebe's Uterus,8.5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,The One with the Embryos,9.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,The One with the Embryos,9.4,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,The One with Rachel's Crush,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,The One with Rachel's Crush,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,The One with Rachel's Crush,8.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,The One with Joey's Dirty Day,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,The One with Joey's Dirty Day,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,The One with Joey's Dirty Day,8.3,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,15,The One with All the Rugby,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,The One with All the Rugby,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,The One with All the Rugby,8.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
